id,version,genre,musicName,artist,bpm,easy,normal,hyper,extra,inFolderCheck,created_at,updated_at
194,10,アンセムトランス,Votum stellarum,iconoclasm(djTAKA/wac),136-147,13,29,41,45,1,2025-02-12 22:30:00,2025-02-12 22:30:00
195,10,ウィンボ,ポレポレの雨乞いの唄,Q-Mex,118,-1,21,31,37,1,2025-02-12 22:30:00,2025-02-12 22:30:00
196,10,ウエスタン,テキサスのガンマン,Sludgy Hawks with N,140,-1,25,38,-1,1,2025-02-12 22:30:00,2025-02-12 22:30:00
197,10,エレジィ,幸せを謳う詩,あさき,167-210,-1,26,41,46,1,2025-02-12 22:30:00,2025-02-12 22:30:00
198,10,オルタナティブ,Missing Cat,SAKURAI yasushi feat. KUDO,135,-1,21,34,-1,1,2025-02-12 22:30:00,2025-02-12 22:30:00
199,10,カドルコア,murmur twins(guitar pop ver.),yu_tokiwa.djw merge scl.gtr,174,16,27,36,43,1,2025-02-12 22:30:00,2025-02-12 22:30:00
200,10,ガバ,disable dA STACK,D-crew,185,-1,31,41,44,1,2025-02-12 22:30:00,2025-02-12 22:30:00
201,10,カラフルポップ,Raspberry ♥ Heart,jun,160,-1,22,36,43,1,2025-02-12 22:30:00,2025-02-12 22:30:00
202,10,カリビアンビーツ,SUMMER TIME,shinpei,100,-1,20,32,41,1,2025-02-12 22:30:00,2025-02-12 22:30:00
203,10,ギャング,きえた!?ナポレオン,ナヤ～ン団,212,-1,23,35,-1,1,2025-02-12 22:30:00,2025-02-12 22:30:00
204,10,グランヂデス,ULTRA BUTTERFLY(坤剛力),Des-ROW・組スペシアル,140-175,-1,27,43,48,1,2025-02-12 22:30:00,2025-02-12 22:30:00
205,10,コアグルーヴ,THE PLACE TO BE,Des-ROW feat.真言,222,-1,23,34,41,1,2025-02-12 22:30:00,2025-02-12 22:30:00
206,10,コスミック,SCI-FI,SEIYA + A.I.units,160,-1,22,33,39,1,2025-02-12 22:30:00,2025-02-12 22:30:00
207,10,サーフィー,Sea Side City,KISS SUMMER SISTERS,160,-1,22,35,-1,1,2025-02-12 22:30:00,2025-02-12 22:30:00
208,10,サイバーアラビアン,Arrabbiata,Reven-G改,225,-1,27,34,45,1,2025-02-12 22:30:00,2025-02-12 22:30:00
209,10,シンフォニックメタル,Holy Forest,Sarastro,185,-1,25,42,47,1,2025-02-12 22:30:00,2025-02-12 22:30:00
210,10,スキップ,Ping×Pong×Dash,パーキッツ,173,-1,20,30,36,1,2025-02-12 22:30:00,2025-02-12 22:30:00
211,10,ダークメルヒェン,絡繰男爵奇譚,エレハモニカ,87,-1,20,27,36,1,2025-02-12 22:30:00,2025-02-12 22:30:00
212,10,テクノガール,魔法的新定義,うらら,153,-1,24,37,-1,1,2025-02-12 22:30:00,2025-02-12 22:30:00
213,10,トレンディポップ,Go Easy!!,good-cool feat. さな,120,-1,20,30,-1,1,2025-02-12 22:30:00,2025-02-12 22:30:00
214,10,ハマスカ,青春スタイル in 2003,亜熱帯マジ-SKA爆弾 feat. ワタナベマサキ,170,-1,21,32,39,1,2025-02-12 22:30:00,2025-02-12 22:30:00
215,10,ヒーリングフュージョン,Atlantic Spotted Dolphin,Blue & Green,192,-1,22,35,42,1,2025-02-12 22:30:00,2025-02-12 22:30:00
216,10,フェアリーテイル,"""Princess Piccolo""",Butapunch Philharmonic Orchestra,130,-1,21,29,31,1,2025-02-12 22:30:00,2025-02-12 22:30:00
217,10,フォークソング,dandelion,sotaro,102,-1,22,32,-1,1,2025-02-12 22:30:00,2025-02-12 22:30:00
218,10,プラスチックポップ,STEREO TOKYO,polyphonic room,180,-1,21,31,38,1,2025-02-12 22:30:00,2025-02-12 22:30:00
219,10,プレシャスアンコール,スウィーツ～instrumental,private states,115,-1,19,27,-1,1,2025-02-12 22:30:00,2025-02-12 22:30:00
220,10,ポップン体操,ヒデオ体操第一,すわパンチとギターの人,175？,-1,25,35,45,1,2025-02-12 22:30:00,2025-02-12 22:30:00
221,10,ミクスチャー,Jack,DesQ,116,-1,28,40,45,1,2025-02-12 22:30:00,2025-02-12 22:30:00
222,10,モンドボッサ,CUT OFF A CORNER,LOVE AND ZEST,194,-1,22,32,37,1,2025-02-12 22:30:00,2025-02-12 22:30:00
223,10,ラクガキッズ,HOLiDAY,らく楽器隊2003,184,-1,20,24,36,1,2025-02-12 22:30:00,2025-02-12 22:30:00
224,10,ラブフォーチュン,Sabrina,School,130,-1,21,32,42,1,2025-02-12 22:30:00,2025-02-12 22:30:00
225,10,ロシア,トロイカダンス,"Q-Mex plays ""Hirotees.""",119,-1,21,30,36,1,2025-02-12 22:30:00,2025-02-12 22:30:00
226,10,ロマネスク,ラブ・アコーディオン,"WORLD SEQUENCE plays ""mon cheri H.T.""",186,-1,25,35,41,1,2025-02-12 22:30:00,2025-02-12 22:30:00
227,10,禅ジャズ,明鏡止水,TOMOSUKE feat.あさき,290,10,28,42,47,1,2025-02-12 22:30:00,2025-02-12 22:30:00
228,10,島唄,海の歌,銘刈あずみ,110,-1,23,32,-1,1,2025-02-12 22:30:00,2025-02-12 22:30:00
229,11,80'ヴェルク,AUSLANDSGESPRÄCH,V.C.O.,130,-1,23,32,35,1,2025-02-12 22:30:00,2025-02-12 22:30:00
230,11,UKヒットチャート,MY GIFTS,D-crew,185,-1,30,41,45,1,2025-02-12 22:30:00,2025-02-12 22:30:00
231,11,イスタンビーツ,YOLCU MUSTAFA,WORLD SEQUENCE,132,-1,22,30,38,1,2025-02-12 22:30:00,2025-02-12 22:30:00
232,11,イズモ,E-TEN-RAKU,Q-Mex,125,-1,26,33,43,1,2025-02-12 22:30:00,2025-02-12 22:30:00
233,11,ウチュウリョコウ,Space Dog,Sana,113,11,25,29,37,1,2025-02-12 22:30:00,2025-02-12 22:30:00
234,11,エアポート,Orange AIR-LINE,Orange Lounge,155,-1,20,26,37,1,2025-02-12 22:30:00,2025-02-12 22:30:00
235,11,エレゴス,the keel,Akino,133,-1,21,37,-1,1,2025-02-12 22:30:00,2025-02-12 22:30:00
236,11,オオサカ,最強おばちゃん伝説,Jimmy Weckl feat.ジュース・アクターズ,78-156,-1,22,42,-1,1,2025-02-12 22:30:00,2025-02-12 22:30:00
237,11,グラディウス,GRADIUS -FULL SPEED-,Mr.T,160-220,6,25,40,45,1,2025-02-12 22:30:00,2025-02-12 22:30:00
238,11,ショウナンバラッド,柳小路のシスター,Shine All Stars,114,-1,22,31,37,1,2025-02-12 22:30:00,2025-02-12 22:30:00
239,11,テクノボー,夜間行殺法,オタッキースズキ,120,-1,21,35,-1,1,2025-02-12 22:30:00,2025-02-12 22:30:00
240,11,デスコラップ,Nick RING,NICK BOYS,80-160,-1,23,39,43,1,2025-02-12 22:30:00,2025-02-12 22:30:00
241,11,テツドウ,Train,School,120,-1,27,39,44,1,2025-02-12 22:30:00,2025-02-12 22:30:00
242,11,トザン,登山者たち,ひので155,175,-1,24,38,45,1,2025-02-12 22:30:00,2025-02-12 22:30:00
243,11,ドラムンフライ,テンプラ揚三,GARIBEN KEN,171,-1,26,45,48,1,2025-02-12 22:30:00,2025-02-12 22:30:00
244,11,ナニワヒーロー,でんがなマンガナ,でんがな&マンガナ,152,-1,24,40,47,1,2025-02-12 22:30:00,2025-02-12 22:30:00
245,11,ナンキョク,クラゲータ,Kurotou mur.mur.,140,-1,20,32,43,1,2025-02-12 22:30:00,2025-02-12 22:30:00
246,11,ニューミュージック,僕の飛行機,宮永やよい,142,-1,22,32,39,1,2025-02-12 22:30:00,2025-02-12 22:30:00
247,11,ねぶた,烏,黒踊社中,140,-1,29,40,46,1,2025-02-12 22:30:00,2025-02-12 22:30:00
248,11,ハッピーJユーロ,frost,めぐみ,152,-1,24,36,42,1,2025-02-12 22:30:00,2025-02-12 22:30:00
249,11,ヒルビリー,Pa la la 42,TAISHO,272,-1,24,39,47,1,2025-02-12 22:30:00,2025-02-12 22:30:00
250,11,ボヤージュ,さよならサンクチュアリ,パーキッツ,155,-1,23,29,39,1,2025-02-12 22:30:00,2025-02-12 22:30:00
251,11,ホンコンユーロ,Hong kong magic,tiger yamato,150,-1,24,36,44,1,2025-02-12 22:30:00,2025-02-12 22:30:00
252,11,メサリミ,D-groove REQ,D-crew,224,-1,21,37,42,1,2025-02-12 22:30:00,2025-02-12 22:30:00
253,11,モンゴル,怒れる大きな白い馬,Morning Blue Dragon,95-148,-1,26,40,47,1,2025-02-12 22:30:00,2025-02-12 22:30:00
254,11,リンセイ,カゲロウ,Des-ROW･組スペシアルr,164,-1,24,44,47,1,2025-02-12 22:30:00,2025-02-12 22:30:00
255,11,ロシアンポップ,サンクトペテルブルクへ,VICTORIYA,123,-1,23,33,39,1,2025-02-12 22:30:00,2025-02-12 22:30:00
256,11,大河REMIX,ANAHONIKUY -雪の華PuzzLeMix-,moonlit,72-145,-1,29,34,45,1,2025-02-12 22:30:00,2025-02-12 22:30:00
257,11,大江戸カヨウ,林檎夫人,亜熱帯マジ-SKA爆弾 feat. MAKI,130-206,-1,27,38,43,1,2025-02-12 22:30:00,2025-02-12 22:30:00
258,11,未来派,demolizione,ensemble futuro,160,-1,24,36,46,1,2025-02-12 22:30:00,2025-02-12 22:30:00
259,12,J-ジャズ,Thinking of You,Mr.Valentine,140,-1,19,33,40,1,2025-02-12 22:30:00,2025-02-12 22:30:00
260,12,J-ソウル,KOUYOU,youhei,118,-1,14,24,33,1,2025-02-12 22:30:00,2025-02-12 22:30:00
261,12,J-ロックΦ,Looking for...,colors,209,-1,30,39,45,1,2025-02-12 22:30:00,2025-02-12 22:30:00
262,12,UFOテクノ,Far e@st network,dj nagureo,137,-1,24,32,36,1,2025-02-12 22:30:00,2025-02-12 22:30:00
263,12,アカペラ,MAGICAL VOICE SHOWER,ウッチーズ,120,-1,19,29,38,1,2025-02-12 22:30:00,2025-02-12 22:30:00
264,12,アジアンコンチェルト,鳳凰,菜楊,74,-1,19,34,45,1,2025-02-12 22:30:00,2025-02-12 22:30:00
265,12,ヴィヴァーチェ,Citta' del sole,Q-Mex,140,-1,27,35,41,1,2025-02-12 22:30:00,2025-02-12 22:30:00
266,12,エイジロック,カリスマ(ゲームサイズ),F.size.free,120,-1,29,39,45,1,2025-02-12 22:30:00,2025-02-12 22:30:00
267,12,オオミソカ,さようなら こんにちは,ひので155,100,-1,20,30,-1,1,2025-02-12 22:30:00,2025-02-12 22:30:00
268,12,オンセン◎ラップ,ONSEN SONG remixed,NICE GUY人,200,-1,22,31,37,1,2025-02-12 22:30:00,2025-02-12 22:30:00
269,12,ガムラン,Klungkung 1655,simon,180,-1,21,33,45,1,2025-02-12 22:30:00,2025-02-12 22:30:00
270,12,キッズマーチ,space merry-go-round,Dormir,74-157,-1,17,33,43,1,2025-02-12 22:30:00,2025-02-12 22:30:00
271,12,クリスマスプレゼント,Pop'n Xmas 2004 ～電子ノウタゴエ～,"strawberry barium ""s""",70-180,-1,16,37,45,1,2025-02-12 22:30:00,2025-02-12 22:30:00
272,12,ゴエモン,がんばれゴエモンメドレー,かまあげうどん,113-190,9,20,33,43,1,2025-02-12 22:30:00,2025-02-12 22:30:00
273,12,サイバーガガク,Vairocana,五条式 改,145-290,-1,26,44,48,1,2025-02-12 22:30:00,2025-02-12 22:30:00
274,12,ショータイム,Ska Ska No.4,亜熱帯マジ-SKA爆弾,60-180,-1,21,34,40,1,2025-02-12 22:30:00,2025-02-12 22:30:00
275,12,シンフォニックテクノ,乱,V.C.O.,151,-1,27,36,42,1,2025-02-12 22:30:00,2025-02-12 22:30:00
276,12,セツブン,お豆の哀歌,黒ムル&淀川ジョルカエフ,290,-1,29,36,43,1,2025-02-12 22:30:00,2025-02-12 22:30:00
277,12,ソツギョウ,GRADUATION ～それぞれの明日～,Be For U,125,-1,19,32,-1,1,2025-02-12 22:30:00,2025-02-12 22:30:00
278,12,ダイナマイトソウル,1クールの男,マキ,137,-1,25,30,39,1,2025-02-12 22:30:00,2025-02-12 22:30:00
279,12,タナバタ,白いとび羽根,ミシュカ,96-133,-1,18,32,39,1,2025-02-12 22:30:00,2025-02-12 22:30:00
280,12,トーキョーロマン,恋する東京,パーキッツ,125,-1,21,27,37,1,2025-02-12 22:30:00,2025-02-12 22:30:00
281,12,にょろロック,こたつとみかん,ピンクカプセル,165,-1,23,36,-1,1,2025-02-12 22:30:00,2025-02-12 22:30:00
282,12,ニンジャ卍ヒロイン,忍びアン子は恋の呪文,新腹筋忍者台 feat.meli ♥ melo,170?,-1,27,33,44,1,2025-02-12 22:30:00,2025-02-12 22:30:00
283,12,ハイパージャパネスク,夢幻ノ光,TЁЯRA,171,7,18,38,44,1,2025-02-12 22:30:00,2025-02-12 22:30:00
284,12,ハイパーロッケンローレ,エイプリルフールの唄,AKIRA YAMAOKA,179,-1,31,41,45,1,2025-02-12 22:30:00,2025-02-12 22:30:00
285,12,ハッピーキュートコア,starmine (pop'n mixxx),Ryu☆,174,-1,23,38,45,1,2025-02-12 22:30:00,2025-02-12 22:30:00
286,12,ハロウィン,Trick or Treat!,Three Little Evils,74-170,-1,26,34,40,1,2025-02-12 22:30:00,2025-02-12 22:30:00
287,12,ビーチ,Into The Light,good-cool feat.CHiCO,130,-1,22,35,46,1,2025-02-12 22:30:00,2025-02-12 22:30:00
288,12,ヒーリングデュオ,home.,秋桜 + WORLD SEQUENCE,110,-1,21,29,35,1,2025-02-12 22:30:00,2025-02-12 22:30:00
289,12,ヒップロック3,雪上断火,Des-ROW･組,105-180,-1,34,43,48,1,2025-02-12 22:30:00,2025-02-12 22:30:00
290,12,ひなまつり,La Pêche du Pierrot,Q-Mex,67-140,-1,21,33,-1,1,2025-02-12 22:30:00,2025-02-12 22:30:00
291,12,ビビッド,For Dear ～,桜井零士,166-188,-1,27,41,47,1,2025-02-12 22:30:00,2025-02-12 22:30:00
292,12,ビワガタリ,涙雨物語,すわひでお/古川竜也,156,-1,28,34,40,1,2025-02-12 22:30:00,2025-02-12 22:30:00
293,12,ブルースロック,Just you wait!,heap,130,-1,23,35,-1,1,2025-02-12 22:30:00,2025-02-12 22:30:00
294,12,フロウビート,CURUS,D-crew,184-188,-1,29,42,46,1,2025-02-12 22:30:00,2025-02-12 22:30:00
295,12,プロポーズ,ふたりのマニフェスト,肥塚良彦,148,-1,21,30,38,1,2025-02-12 22:30:00,2025-02-12 22:30:00
296,12,ポジアコ,New days,ko-saku,128,-1,24,30,37,1,2025-02-12 22:30:00,2025-02-12 22:30:00
297,12,メッセージソング,MY,よしくんと荒牧陽子さん,85-170,-1,18,36,45,1,2025-02-12 22:30:00,2025-02-12 22:30:00
298,12,ラメント,雫,あさき,95-210,13,30,42,48,1,2025-02-12 22:30:00,2025-02-12 22:30:00
299,12,ロックビリー,ススメ！少年！！,TAISHO,274,-1,25,41,47,1,2025-02-12 22:30:00,2025-02-12 22:30:00
300,12,琴フュージョン,琴古都,Jimmy Weckl,120,-1,20,36,45,1,2025-02-12 22:30:00,2025-02-12 22:30:00
301,12,敬老パンク,進め！爺ちゃん！,ジュースアクターズ,89-356,-1,28,44,48,1,2025-02-12 22:30:00,2025-02-12 22:30:00
302,12,残酷な天使のテーゼ,残酷な天使のテーゼ,♪♪♪♪♪ (高橋洋子),79-128,2,18,29,37,0,2025-02-12 22:30:00,2025-02-12 22:30:00
303,12,流星RAVE,流星☆ハニー,新谷あきら,148,-1,23,41,-1,1,2025-02-12 22:30:00,2025-02-12 22:30:00
304,13,FMポップ,Save you,ウッチーズ,160,-1,23,35,44,1,2025-02-12 22:30:00,2025-02-12 22:30:00
305,13,GET WILD,GET WILD,NMR (TM NETWORK),150,6,20,32,41,0,2025-02-12 22:30:00,2025-02-12 22:30:00
306,13,J-ハウスポップ,太陽とバトル,つよし,130,-1,23,39,43,1,2025-02-12 22:30:00,2025-02-12 22:30:00
307,13,JAM,HypArcSin(x),Naya~n,240,-1,25,42,47,1,2025-02-12 22:30:00,2025-02-12 22:30:00
308,13,SFポップ,DAWN,PARSEC,135-142,13,27,32,43,1,2025-02-12 22:30:00,2025-02-12 22:30:00
309,13,アジアンミクスチャー,桃源絵巻,菜-sai-,160,-1,27,39,44,1,2025-02-12 22:30:00,2025-02-12 22:30:00
310,13,エージビート,NEW PEOPLE,F.size.free,110,-1,30,39,46,1,2025-02-12 22:30:00,2025-02-12 22:30:00
311,13,エレゴシックサバト,Dar[k]wish,Akino,124,-1,27,38,43,1,2025-02-12 22:30:00,2025-02-12 22:30:00
312,13,カーニバル,ポップンカーニバルマーチ,TOMOSUKE MARCHING BAND,143,-1,24,39,43,1,2025-02-12 22:30:00,2025-02-12 22:30:00
313,13,カイゾク,KING of the SEA,ブタパンチ,160,-1,27,41,47,1,2025-02-12 22:30:00,2025-02-12 22:30:00
314,13,カジノ,ラスベガスドリーム,REO NAGUMO,168,-1,23,32,39,1,2025-02-12 22:30:00,2025-02-12 22:30:00
315,13,カンランシャ,Ferris wheel,Dormir,94-198,-1,22,33,39,1,2025-02-12 22:30:00,2025-02-12 22:30:00
316,13,クイズマジックアカデミー,マジックアカデミー組曲,マジックアカデミー管弦楽部,75-170,-1,21,35,41,1,2025-02-12 22:30:00,2025-02-12 22:30:00
317,13,グライド,空への扉,CHARMAINE,174,-1,21,31,38,1,2025-02-12 22:30:00,2025-02-12 22:30:00
318,13,コアダストビート,真超深TION,Des-あさ,177,-1,31,42,47,1,2025-02-12 22:30:00,2025-02-12 22:30:00
319,13,コウシンキョク,ワンダーアイランド,T.sakisaka with ME,141,-1,24,40,44,1,2025-02-12 22:30:00,2025-02-12 22:30:00
320,13,ジャングル・ゴーゴー,キングモンキー,CO-PING,107-140,-1,24,38,43,1,2025-02-12 22:30:00,2025-02-12 22:30:00
321,13,シンフォニックメタルop.2,Sanctum Crusade,Sarastro,170-180,-1,26,43,48,1,2025-02-12 22:30:00,2025-02-12 22:30:00
322,13,スマイルスマッシュ,MILK・CROWN,カノン,160,-1,24,34,42,1,2025-02-12 22:30:00,2025-02-12 22:30:00
323,13,ダークオペラ,Der Wald,エレハモニカ,160,-1,24,32,37,1,2025-02-12 22:30:00,2025-02-12 22:30:00
324,13,チップトロニカ,Opportunity,Saitone,137,-1,26,35,41,1,2025-02-12 22:30:00,2025-02-12 22:30:00
325,13,ちんどんジャズ,文明開化,セバスチャン智之介,213-230,-1,22,37,47,1,2025-02-12 22:30:00,2025-02-12 22:30:00
326,13,デスボサ,SUN/光線,Des-ROW・組スペシアルｚ,155,-1,24,41,45,1,2025-02-12 22:30:00,2025-02-12 22:30:00
327,13,デンキマツリ,ポップン電機CMソング,うた:のこいのこ 制作:電機まつり促進協会,90-160,-1,23,32,41,1,2025-02-12 22:30:00,2025-02-12 22:30:00
328,13,トイブレークコア,MARS WAR 3,JET GIRL SPIN,200,-1,23,36,43,1,2025-02-12 22:30:00,2025-02-12 22:30:00
329,13,トレインシミュ,Railroad Force,向谷 実,140,-1,18,30,38,1,2025-02-12 22:30:00,2025-02-12 22:30:00
330,13,ノクターン,白い森の伝説,ナヤ～ン,65-77,-1,15,28,37,1,2025-02-12 22:30:00,2025-02-12 22:30:00
331,13,ハードPf,fffff,Five Hammer,138,14,30,41,48,1,2025-02-12 22:30:00,2025-02-12 22:30:00
332,13,ハイパーマスカレード,masquerade,TЁЯRA,240,-1,25,40,43,1,2025-02-12 22:30:00,2025-02-12 22:30:00
333,13,ハッピーJヴォーグ,Spring Comes Around,Sota Fujimori,124,-1,19,31,41,1,2025-02-12 22:30:00,2025-02-12 22:30:00
334,13,バラッド。,アジサイの花,Frances Maya,80-110,-1,21,34,40,1,2025-02-12 22:30:00,2025-02-12 22:30:00
335,13,ピアノトロニカ,コキュトス,FISH BOYS,125,-1,28,31,40,1,2025-02-12 22:30:00,2025-02-12 22:30:00
336,13,フォーチュン・テイルビート,GADARINA,D-crew,200,-1,25,38,44,1,2025-02-12 22:30:00,2025-02-12 22:30:00
337,13,フライングデュオ,キボウノタネ,秋桜,145,-1,22,37,42,1,2025-02-12 22:30:00,2025-02-12 22:30:00
338,13,ホウノウダイコ,男盛～おとこざかり,汁玄人,145,-1,25,36,44,1,2025-02-12 22:30:00,2025-02-12 22:30:00
339,13,マンボカヨウ,HOTな夜の㊙ドリンク,亜熱帯マジ-SKA爆弾 feat. MAKI,248,-1,24,38,42,1,2025-02-12 22:30:00,2025-02-12 22:30:00
340,13,メガネロック,ポップミュージック論,ギラギラメガネ団,190,9,27,40,45,1,2025-02-12 22:30:00,2025-02-12 22:30:00
341,13,メルト,メルト,パーキッツ,168,-1,22,31,43,1,2025-02-12 22:30:00,2025-02-12 22:30:00
342,13,ユーラシアロック,Infinity Blue,桜井零士,190,-1,27,40,45,1,2025-02-12 22:30:00,2025-02-12 22:30:00
343,13,ラブリートランスポップ,虹色,DJ YOSHITAKA feat G.S.C license,160,-1,25,37,43,1,2025-02-12 22:30:00,2025-02-12 22:30:00
344,13,ランブルローズ,ランブルメドレー,cutie smashers,122-192,-1,26,36,42,1,2025-02-12 22:30:00,2025-02-12 22:30:00
345,13,レーシング,Violently Car,sampling masters MEGA,170-300,-1,29,41,47,1,2025-02-12 22:30:00,2025-02-12 22:30:00
346,13,ロープレバトル,バトル XIII,伊藤賢治,140-143,-1,26,36,43,1,2025-02-12 22:30:00,2025-02-12 22:30:00
347,13,哀愁ユーロ,MOON,dj TAKA feat.Erika Mochizuki,156,-1,27,39,46,1,2025-02-12 22:30:00,2025-02-12 22:30:00
348,13,格ゲー,Majestic Fire,下村陽子,180,-1,24,37,42,1,2025-02-12 22:30:00,2025-02-12 22:30:00
349,13,麻雀格闘倶楽部,麻雀格闘倶楽部特別接続曲,麻雀格闘倶楽部,76-210,-1,25,37,44,1,2025-02-12 22:30:00,2025-02-12 22:30:00
350,14,アリプロ,愛と誠,ALI PROJECT,140,6,18,35,44,0,2025-02-12 22:30:00,2025-02-12 22:30:00
351,14,ヴイエスサウンド,異能対決!VS.淀ジョル,黒ムル feat.淀川ジョルカエフ,155,-1,28,33,46,1,2025-02-12 22:30:00,2025-02-12 22:30:00
352,14,エレクトロポップ,FAKE,N.A.R.D.,128,-1,21,33,37,1,2025-02-12 22:30:00,2025-02-12 22:30:00
353,14,エレディスコ,電気ダンス,フレディ波多江,151,-1,24,36,41,1,2025-02-12 22:30:00,2025-02-12 22:30:00
354,14,ガールズパンクスタイル,旅立ちの唄,Tatsh feat.JunkoHirata,190,-1,27,35,42,1,2025-02-12 22:30:00,2025-02-12 22:30:00
355,14,キャバレー,マッシュな部屋,亜熱帯マジ-SKA爆弾 feat. MAKI,70,-1,23,32,43,1,2025-02-12 22:30:00,2025-02-12 22:30:00
356,14,ケンカドラム,BBLLAASSTT!!,five sticks,320,-1,32,41,47,1,2025-02-12 22:30:00,2025-02-12 22:30:00
357,14,サイケデリックトランス,Psyche Planet-V,Sota Fujimori,150,-1,24,41,46,1,2025-02-12 22:30:00,2025-02-12 22:30:00
358,14,サイバーフラメンコ,hora de verdad,Vandalusia改,140-280,-1,25,42,48,1,2025-02-12 22:30:00,2025-02-12 22:30:00
359,14,スペースワルツ,flutter,裕紀子+V.C.O,101-236,-1,17,34,45,1,2025-02-12 22:30:00,2025-02-12 22:30:00
360,14,ソニックブーム,Break on Through,REUNION,168,-1,27,37,42,1,2025-02-12 22:30:00,2025-02-12 22:30:00
361,14,ちびっこアイドル,オトメルンバ♪,るるるSYSTEM,168,-1,22,32,38,1,2025-02-12 22:30:00,2025-02-12 22:30:00
362,14,ディスコフィーバー,DA DA DA DANCING!!,TOMO-crew,125,-1,20,32,39,1,2025-02-12 22:30:00,2025-02-12 22:30:00
363,14,デスロック,レトロスペクト路,Des-ROW・組スペシアルZ,165,-1,29,40,46,1,2025-02-12 22:30:00,2025-02-12 22:30:00
364,14,ときめきボッサ,いつか王子さまがぁ！,グルーヴあんちゃんとヨコリィー,99,-1,20,27,29,1,2025-02-12 22:30:00,2025-02-12 22:30:00
365,14,トライ▼ユーロ,Let's go out!,ウッチーズ ♥ Noria,160,-1,25,40,45,1,2025-02-12 22:30:00,2025-02-12 22:30:00
366,14,トライバルポップ,Gradation,The Natural Mahoganies,125,-1,28,38,46,1,2025-02-12 22:30:00,2025-02-12 22:30:00
367,14,トランスランス,full-consciousness green,D-crew,158-180,-1,30,42,47,1,2025-02-12 22:30:00,2025-02-12 22:30:00
368,14,パーティーロック,PARTY A GO GO ☆,サドルシューズ,190,-1,21,36,40,1,2025-02-12 22:30:00,2025-02-12 22:30:00
369,14,ハイスピードラブソング,High School Love,DJ YOSHITAKA feat.DWP,180,12,24,33,41,1,2025-02-12 22:30:00,2025-02-12 22:30:00
370,14,バトルダンス,シャムシールの舞,ゼクトバッハ,100-155,-1,29,40,46,1,2025-02-12 22:30:00,2025-02-12 22:30:00
371,14,パペットアンサンブル,セレクトショップに横たわるネコ,little lounge * little twinkle,89-167,-1,28,37,45,1,2025-02-12 22:30:00,2025-02-12 22:30:00
372,14,フィーバーヒーロー,フィーバー戦士ポップン14のテーマ,トジーン,158？,-1,26,40,44,1,2025-02-12 22:30:00,2025-02-12 22:30:00
